after_treatment,text
已经 吃 完 没坏 有点 甜 很脆 削皮 吃,已经吃完了，没坏，有点甜，很脆。削皮吃的。
京东 购物 价格 实惠 送货 快速 服务周到 东西 不错 一次 都 买 称心如意 宝贝 每次 都 购物 无忧 必须 全 五分 好评,京东购物，价格实惠，送货快速，服务周到，东西也很不错，每一次都可以买到称心如意的宝贝，每次都是购物无忧，必须全五分好评！
好好 好好 好好 好好 好好 好好 好好 好好 好,好好好好好好好好好好好好好好好好好
还 不错 都 很大 新鲜 口感 不错 已经 买 好几回 信赖 京东 买 一堆 东西 辛苦 快递 小哥,还不错，每一个都很大，很新鲜，口感不错！已经买了好几回了！信赖京东，买了一堆东西，辛苦快递小哥啦！
第一次 京东 订 苹果 平安夜 送给 员工 优点 快 第一天 订 第二天 缺点 个头 小 拳头 差不多 放在 盒子 里 直 晃荡 充数 显大 只能 带 包装纸 放 具体 看 图,第一次在京东订苹果，平安夜送给员工用。优点快第一天订第二天到，缺点个头小和拳头差不多，放在盒子里直晃荡，为了充数显大只能带着包装纸放。具体看图
味道 没 打蜡 蛮 新鲜 感觉,味道可以，没打蜡，蛮新鲜的感觉
心得 分享 很脆 好吃 下次 还会 光临 京东 商城 网购,心得分享：很脆很好吃！下次还会光临京东商城网购！
苹果 收到 吃 灰常 甜 都 相信 京东 水果 非常 好,苹果收到了吃了灰常的甜，一直都相信京东的水果非常的好
苹果 挺好吃 大小 正好 合适 一次 不 觉得 太 大 不 浪费 华圣 苹果 好吃,苹果?挺好吃，大小正好合适，一次一个不觉得太大，不浪费，还是华圣苹果好吃。
买 三次 最 满意 这次,买了三次，最满意这次。。。。。。。
苹果 新鲜 个头 不大 味道 正常 不 酸 脆度 比较 值,苹果很新鲜，个头不大，味道正常，不酸，脆度也可以，还是比较值
好吃 好吃 非常 好吃 一种 苹果 以后 还会 继续 买,好吃好吃，非常好吃的一种苹果，以后还会继续买。。。。。。。。。
一如既往 好 信赖 京东 快递 速度 没话说 真心 快,一如既往的好，信赖京东，快递速度没话说真心快
质量 不错 值得 购买 下次 还,质量不错，值得购买，下次还来的。
以前 还 没 京东 上 买 苹果 第一次 买 收到 后 尝 味道 真的 好 好 后悔 没 京东 上 早点 买 苹果 价格 实惠 发货 速度 很快 超市 强多,以前还没在京东上买苹果。这还是第一次买，收到后就尝一个，味道真的很好，好后悔没在京东上早点买苹果，价格实惠，而且发货速度很快，比超市强多了！
老婆 烟台 读 四年 大学 买 拍 拍马屁,老婆在烟台读了四年大学，买了拍拍马屁！
苹果 很甜 不错 推荐 一下 618 价格公道,苹果很甜不错，推荐一下，618价格公道！！
非常 好 老家 买不到 正宗 红富士 多亏 京东 送货 还 快 便宜 赞赞赞 66666666666666,非常好哦，老家买不到这么正宗的红富士，多亏有京东，送货还快又便宜，赞赞赞66666666666666
第三次 京东 上 买 苹果 买 挺好吃 货到 还 算是 快 吃 水分 挺足 建议 大家 买 一下,这是我第三次在京东上买苹果了，买了挺好吃的，货到的也还算是快，到的时候吃，水分挺足。可以建议大家买一下。
京东 商城 买 东西 物流 一贯 很快 昨晚 下单 今天 早就 收到 苹果 不是 很大 不是 很甜 水分 味道 还,在京东商城买东西物流是一贯很快，昨晚下单，今天一早就收到。苹果不是很大，也不是很甜，但水分较多，味道还可以。
物流 还 商品 描述 相符 吃 起来 还 行 五星 好评,物流还可以，商品与描述相符，吃起来还行，五星好评！
苹果 应该 没有 打蜡 香 苹果 味 不是 每个 个头 都 大 品质 总体 令人满意,苹果应该没有打蜡，有很香的苹果味，虽然不是每个个头都大，但品质总体令人满意
买 三箱 偏 小点 碰坏 点 都 不错 吃口 好 水份 多甜 脆,买三箱只有一个偏小点并且碰坏了点，其它都不错。吃口很好，水份多甜而脆。
好 快 省买 生鲜 只 选择 京东,好，快，多，省买生鲜只选择京东。
味道 山东 苹果 陕西 苹果 确实 差距,味道一般。山东苹果与陕西苹果确实有差距。
吃 完 才 评价 苹果 新鲜 水份,吃完了才评价，苹果很新鲜，水份多
苹果 还 不错 买 多次 京东 物流 速度快,苹果还不错，买了很多次了，京东物流速度快
建议 大家 方便 去 外面 买 第一次 京东 买 水果 超级 不 满意 一半 磕碰 不 在家 快递 放在 门卫 处 回来 拆开 不 满意 退 麻烦,建议大家方便的还是自己去外面买，我第一次在京东买水果，超级不满意，有一半有磕碰的，因为我不在家，快递放在门卫处，我拿回来拆开不满意，退又麻烦。
水果 新鲜 买好 几次 信赖 京东,水果新鲜，买好几次了，信赖京东！
蛮甜 品相 基本 还好 没有 破损 严重 挺 划算 超市 稍微 便宜 些,蛮甜的，品相基本还好，没有破损严重的，也挺划算，比超市稍微便宜些。
非常 不错 苹果 甜 脆 汁水 足 个头 不小 京东 送货 速度 超赞 满意,非常不错，苹果有甜有脆，汁水也足，个头不小，京东的送货速度超赞，满意！
水份 不甜 有点 失望,水份多是多，就是不甜的。有点失望。
宝贝 不错 小 点 味道 好 脆脆 甜甜,宝贝不错，就是小了点！味道很好，脆脆甜甜
挺 好 长期 京东 买 水果 物流 快 品质 保障,挺好的，长期在京东买水果，物流快品质有保障！！
不错 苹果 京东 生鲜 冷链 运输 拿到 时 新鲜,不错的苹果，京东生鲜，冷链运输，拿到时很新鲜！
紫霞 喜欢 至尊宝 至尊宝 喜欢 白晶晶 白晶晶 喜欢 齐天大圣 齐天大圣 喜欢 紫霞 以为 齐天大圣 至尊宝 人 相差 500 年 都 时间 不对 想要 救紫霞 必须 打败 牛魔王 想要 打败 牛魔王 必须 变成 孙悟空 想要 变成 孙悟空 必须 忘掉 七情六欲 从此 不能 再有 半点 沾染 人生 想 自由 心爱 之人 一起 必须 事业有成 想要 事业有成 必须 抛弃 天真 戴上 面具 变得 能力 心爱 人 时 却 发现 找 不 回 最初 亦 失去 爱 能力,紫霞喜欢至尊宝，至尊宝喜欢白晶晶，白晶晶喜欢齐天大圣，齐天大圣喜欢紫霞，你以为齐天大圣和至尊宝是一个人，但是他们相差了500年。一切都对，除了时间不对。想要救紫霞就必须打败牛魔王，想要打败牛魔王就必须要变成孙悟空，想要变成孙悟空就必须忘掉七情六欲从此不能再有半点沾染。 人生就是这样：想自由地和心爱之人在一起必须要事业有成，想要事业有成就必须要抛弃天真戴上面具，当你变得有能力给心爱之人一切时，却发现找不回最初的自己亦失去了爱的能力。
不错 还 没 吃 六 一八 活动 以后 买 都 成 京东 粉,不错。还没吃，六一八活动以后买的，都成京东粉了
苹果 价格 不 便宜 味道 东北 家里 苹果 好吃 太远 吃 不到,苹果价格不便宜，但是味道一般，还是东北家里的苹果好吃，但是太远吃不到了
包装 好 物流 快 苹果 大 红 不错,包装的很好，物流快，苹果?又大又红，不错。
好 不是 今年 果 保鲜 好 快递 很快,很好，虽然不是今年的果但是保鲜得很好，快递很快
物流配送 快 下单 后 还要 采购 回来 才能 发货 果实 太小 海棠 果大 感觉 有点儿 上当 感觉,物流配送快，下单后还要等采购回来才能发货，果实太小，只有海棠果大！感觉有点儿上当的感觉！
一如既往 信任 京东 快递 员 非常 好 和蔼可亲 任劳任怨 辛苦 京东 购物 放心,一如既往信任京东，快递员非常好，和蔼可亲，任劳任怨，很辛苦。在京东购物放心。
N 次 购买 品质 一如既往 地好 京东 快递 速度 真 快,第N次购买了，品质一如既往地好。京东快递的速度真快。
不错 包装 精美 颗粒 饱满 还会 坚持 买,不错，包装精美，颗粒饱满，还会坚持买。
不错 一次 购物 苹果 好 香甜可口 京东 自营 物流配送 很快,不错的一次购物，苹果很好，香甜可口，京东自营，物流配送很快。
苹果 最受 家人 欢迎 新鲜 脆 一会儿 抢光 很赞,苹果是最受家人欢迎的，又新鲜又脆，一会儿抢光了。很赞！
家 苹果 挺好吃 便宜 值得 购买,他们家的苹果挺好吃的，而且很便宜，还有那么多，值得购买哦
小个 每天 正合适 新鲜 脆口 不 甜,小个每天一个正合适，新鲜脆口，但不甜。
商品 包装 完好 好 品质 发现 个别 好像 摔坏 摔伤 感谢 快递 员 辛勤劳动 谢谢 辛苦,商品包装完好，一直的好品质，可是发现有个别的，好像被摔坏，摔伤，但是还是要感谢快递员的辛勤劳动，谢谢你！，辛苦了
买 好 几次 孩子 喜欢 吃 特殊 香味,买了好几次了，孩子很喜欢吃，有特殊的香味
经常 买 超级 好吃 香脆 可口 希望 搞 活动 喔,经常买的，超级好吃，香脆可口，希望多搞活动喔?
之前 六个 装 好 这次 没有 上次 红 几个 都 皱 皮,不如之前六个装的好，这次的没有上次的红 ，有几个都皱皮了
不错 甜甜的 水分 快递 快 买 70mm 个头 偏小 下次 尝尝 大点 价格 小贵,不错，甜甜的。水分多，快递也快。买的是70mm，个头偏小，下次尝尝大点的。价格小贵。
京东 自营 很快 苹果 看起来 好看 还 没 吃,京东自营的很快 苹果看起来很好看 还没吃 哈哈
好吃 新鲜 苹果 值得 购买,很好吃，新鲜的苹果，值得购买。
至少 8 糖心 好吃 家人 都 喜欢 大小 适中 送礼 小 点,至少8个有糖心，好吃，家人都喜欢，大小适中，送礼的话小了点
大家 看看 苹果 红富士 风,大家看看这?个苹果是红富士风?
京东 送货 快 苹果 比较 纯天然 没有 打蜡 感觉 应该 不错,京东送货就是快！苹果比较纯天然，没有打蜡，感觉应该不错
苹果 中中 甜味 道 不错 冰箱 冷藏 饭后 甜点 爱 吃 苹果 哒,苹果中中的，很甜味道不错，冰箱冷藏着，饭后甜点，爱吃苹果么么哒
买过 几次 苹果 不错 这次 买 大果,买过几次了，苹果不错，这次买了大果。
水果 实体店 实在 第一次 买 一分钱 一分货,这水果吧 还是实体店 实在 第一次买 一分钱一分货
新鲜 水果 速度 很快 已经 多次 打折 优惠,新鲜水果，速度很快，已经来过很多次了，打折有优惠
苹果 不错 饭后 不会 撑 味道 苹果 甜 汁水 丰富 皮 属于 稍厚 皮 薄点 完美 京东 买 水果 谱 每个 水果 都 包装 仔细 没有 破损,苹果不错，饭后一个不会撑。味道比一般苹果甜，汁水丰富。皮属于稍厚，皮在薄点就完美了。在京东买水果很靠谱，每个水果都包装很仔细，没有一个破损的。
收到 货品 密封 状态 好 日期 新鲜 次日 到达 快递 直接 送上门 关键 价格 便宜 尤其 搞 活动 时 真心 忍不住 手去 买买 买 囤货,收到货品，密封状态很好，日期也新鲜，是次日到达的，快递直接送上门。关键价格也便宜，尤其是搞活动时，真心忍不住手去买买买，当囤货啦！
好吃 儿子 喜欢 新鲜 下次 还来,很好吃，儿子喜欢，很新鲜，下次还来
新鲜 好吃 便宜 强力 推荐 介绍 一模一样,新鲜好吃便宜 强力推荐 和介绍一模一样
水份 很多 很甜 超市 买 好吃,水份很多，而且很甜。比在超市买的好吃多了
苹果 名不虚传 大家 一定 买 真 好吃 刚刚 吃 两个 里面 肯定 一点 斑可破 仍然 好吃 苹果 一定 洗 干净 以后 连皮 吃 带 皮 吃 脆 甜 物美价廉 吃 苹果 连皮 吃少 听到 咔嚓 咔嚓 声音,这个苹果名不虚传，大家一定要买真好吃，我刚刚连着吃了两个，虽然里面肯定有一个有一点斑可破了，但是仍然很好吃这个苹果一定要洗干净，以后连皮吃带皮吃，又脆又甜，物美价廉吃这个苹果连皮吃少，你可以听到咔嚓咔嚓的声音
苹果 挺脆 挺 甜 送货 速度 快 隔天 到达 基本 都 好 运输 途中 挤 坏,苹果挺脆挺甜的，送货速度也快隔天到达。基本都是好的只有一个在运输途中被挤坏了。
不错 不错 苹果 大小 合适 口感 好 一次 吃 正好,不错不错，苹果大小合适，口感很好，一次吃一个正好！
价格 合适 京东 物流 速度 快 吃 完 还 会 购买,价格合适，京东物流速度也快，吃完还会购买。
挺脆 数量 挺 很甜 很能 放 来到 现在 差不多 十来天 没有 坏 现在 正在 吃 哈哈哈哈,挺脆的，数量也挺多，也很甜啊，很能放，我从来到现在开始差不多有十来天了吧，没有坏一个。现在就正在吃，哈哈哈哈
盘 苹果 吃 京东 上面 买 最 好吃 苹果 生活 速度 非常 快 味道 很甜,这个盘苹果是我吃过的在京东上面买的最好吃的苹果，生活速度也非常快味道很甜
